policy_id,title,sector,region,year,target_group,status,funding_million_usd,stakeholders,impact_score,summary,goals,full_text
P1083,National Higher Education Education Reform 80,Early Childhood,Rajasthan,2020,Urban Students,Under Review,0.3,"Central Government, Donors",0.188,This policy aims to improve vocational skills in Early Childhood through grants to schools in Rajasthan.,Increase reach by 40% in 2 years.,This policy aims to improve vocational skills in Early Childhood through grants to schools in Rajasthan. Goals: Increase reach by 40% in 2 years.
P1084,State Vocational Education Reform 30,Vocational,Kerala,2022,Urban Students,Pilot,1.91,"Teachers' Unions, Community Leaders",0.692,This policy aims to improve teacher quality in Vocational through teacher training programs in Kerala.,Increase reach by 35% in 1 years.,This policy aims to improve teacher quality in Vocational through teacher training programs in Kerala. Goals: Increase reach by 35% in 1 years.
P1085,National Primary Education Reform 12,Vocational,Maharashtra,2020,All,Implemented,3.14,"EdTech Companies, Universities",0.6,This policy aims to improve vocational skills in Vocational through grants to schools in Maharashtra.,Increase reach by 31% in 3 years.,This policy aims to improve vocational skills in Vocational through grants to schools in Maharashtra. Goals: Increase reach by 31% in 3 years.
P1086,District Vocational Education Reform 93,Primary,Delhi,2024,Rural Students,Under Review,3.1,"State Education Department, Private Partners",0.238,This policy aims to improve digital access in Primary through teacher training programs in Delhi.,Increase reach by 11% in 3 years.,This policy aims to improve digital access in Primary through teacher training programs in Delhi. Goals: Increase reach by 11% in 3 years.
P1087,District Higher Education Education Reform 15,Higher Education,Punjab,2018,All,Pilot,3.24,"Teachers' Unions, Community Leaders",0.126,This policy aims to improve teacher quality in Higher Education through public-private partnerships in Punjab.,Increase reach by 24% in 3 years.,This policy aims to improve teacher quality in Higher Education through public-private partnerships in Punjab. Goals: Increase reach by 24% in 3 years.
P1088,State Primary Education Reform 24,Secondary,Punjab,2025,Urban Students,Proposed,16.11,"Ministry of Education, Local NGOs",0.182,This policy aims to improve early childhood development in Secondary through teacher training programs in Punjab.,Increase reach by 29% in 4 years.,This policy aims to improve early childhood development in Secondary through teacher training programs in Punjab. Goals: Increase reach by 29% in 4 years.
P1089,State Higher Education Education Reform 21,Higher Education,Delhi,2020,All,Proposed,1.2,"EdTech Companies, Universities",0.144,This policy aims to improve learning outcomes in Higher Education through digital device distribution in Delhi.,Increase reach by 33% in 4 years.,This policy aims to improve learning outcomes in Higher Education through digital device distribution in Delhi. Goals: Increase reach by 33% in 4 years.
P1090,State Early Childhood Education Reform 57,Vocational,Delhi,2018,All,Proposed,54.39,"Teachers' Unions, Community Leaders",0.704,This policy aims to improve early childhood development in Vocational through curriculum reform in Delhi.,Increase reach by 38% in 3 years.,This policy aims to improve early childhood development in Vocational through curriculum reform in Delhi. Goals: Increase reach by 38% in 3 years.
P1091,National Secondary Education Reform 51,Early Childhood,Karnataka,2015,Teachers,Under Review,16.51,"Teachers' Unions, Community Leaders",0.358,This policy aims to improve learning outcomes in Early Childhood through grants to schools in Karnataka.,Increase reach by 36% in 4 years.,This policy aims to improve learning outcomes in Early Childhood through grants to schools in Karnataka. Goals: Increase reach by 36% in 4 years.
P1092,National Secondary Education Reform 49,Early Childhood,Uttar Pradesh,2023,Women,Under Review,2.29,"Ministry of Education, Local NGOs",0.488,This policy aims to improve digital access in Early Childhood through grants to schools in Uttar Pradesh.,Increase reach by 25% in 5 years.,This policy aims to improve digital access in Early Childhood through grants to schools in Uttar Pradesh. Goals: Increase reach by 25% in 5 years.
P1093,State Early Childhood Education Reform 52,Vocational,Delhi,2016,Urban Students,Proposed,33.75,"EdTech Companies, Universities",0.509,This policy aims to improve vocational skills in Vocational through digital device distribution in Delhi.,Increase reach by 10% in 4 years.,This policy aims to improve vocational skills in Vocational through digital device distribution in Delhi. Goals: Increase reach by 10% in 4 years.
P1094,National Secondary Education Reform 56,Early Childhood,West Bengal,2023,Students,Pilot,79.66,"State Education Department, Private Partners",0.396,This policy aims to improve infrastructure in Early Childhood through grants to schools in West Bengal.,Increase reach by 37% in 1 years.,This policy aims to improve infrastructure in Early Childhood through grants to schools in West Bengal. Goals: Increase reach by 37% in 1 years.
P1095,District Early Childhood Education Reform 25,Higher Education,Kerala,2025,All,Implemented,6.54,"Teachers' Unions, Community Leaders",0.276,This policy aims to improve early childhood development in Higher Education through teacher training programs in Kerala.,Increase reach by 9% in 2 years.,This policy aims to improve early childhood development in Higher Education through teacher training programs in Kerala. Goals: Increase reach by 9% in 2 years.
P1096,District Vocational Education Reform 60,Early Childhood,Punjab,2022,Disadvantaged Groups,Under Review,32.08,"Ministry of Education, Local NGOs",0.517,This policy aims to improve vocational skills in Early Childhood through digital device distribution in Punjab.,Increase reach by 22% in 5 years.,This policy aims to improve vocational skills in Early Childhood through digital device distribution in Punjab. Goals: Increase reach by 22% in 5 years.
P1097,National Higher Education Education Reform 65,Primary,Delhi,2022,Urban Students,Proposed,2.16,"Teachers' Unions, Community Leaders",0.168,This policy aims to improve learning outcomes in Primary through scholarship schemes in Delhi.,Increase reach by 37% in 4 years.,This policy aims to improve learning outcomes in Primary through scholarship schemes in Delhi. Goals: Increase reach by 37% in 4 years.
P1098,State Early Childhood Education Reform 71,Primary,Gujarat,2024,Disadvantaged Groups,Implemented,68.4,"EdTech Companies, Universities",0.234,This policy aims to improve learning outcomes in Primary through curriculum reform in Gujarat.,Increase reach by 11% in 3 years.,This policy aims to improve learning outcomes in Primary through curriculum reform in Gujarat. Goals: Increase reach by 11% in 3 years.
P1099,District Primary Education Reform 65,Secondary,Karnataka,2018,Disadvantaged Groups,Pilot,0.31,"EdTech Companies, Universities",0.241,This policy aims to improve teacher quality in Secondary through digital device distribution in Karnataka.,Increase reach by 29% in 4 years.,This policy aims to improve teacher quality in Secondary through digital device distribution in Karnataka. Goals: Increase reach by 29% in 4 years.
P1100,State Early Childhood Education Reform 7,Higher Education,Maharashtra,2020,Students,Pilot,40.16,"EdTech Companies, Universities",0.877,This policy aims to improve teacher quality in Higher Education through grants to schools in Maharashtra.,Increase reach by 14% in 3 years.,This policy aims to improve teacher quality in Higher Education through grants to schools in Maharashtra. Goals: Increase reach by 14% in 3 years.
P1101,State Vocational Education Reform 17,Early Childhood,Maharashtra,2019,Women,Pilot,85.05,"EdTech Companies, Universities",0.183,This policy aims to improve vocational skills in Early Childhood through curriculum reform in Maharashtra.,Increase reach by 37% in 3 years.,This policy aims to improve vocational skills in Early Childhood through curriculum reform in Maharashtra. Goals: Increase reach by 37% in 3 years.
P1102,National Higher Education Education Reform 40,Secondary,Uttar Pradesh,2020,All,Pilot,8.4,"State Education Department, Private Partners",0.238,This policy aims to improve teacher quality in Secondary through grants to schools in Uttar Pradesh.,Increase reach by 37% in 5 years.,This policy aims to improve teacher quality in Secondary through grants to schools in Uttar Pradesh. Goals: Increase reach by 37% in 5 years.
P1103,District Early Childhood Education Reform 5,Higher Education,Punjab,2017,Women,Pilot,7.43,"EdTech Companies, Universities",0.82,This policy aims to improve infrastructure in Higher Education through public-private partnerships in Punjab.,Increase reach by 33% in 1 years.,This policy aims to improve infrastructure in Higher Education through public-private partnerships in Punjab. Goals: Increase reach by 33% in 1 years.
P1104,State Higher Education Education Reform 87,Secondary,Gujarat,2024,Rural Students,Pilot,13.01,"Teachers' Unions, Community Leaders",0.959,This policy aims to improve digital access in Secondary through teacher training programs in Gujarat.,Increase reach by 28% in 5 years.,This policy aims to improve digital access in Secondary through teacher training programs in Gujarat. Goals: Increase reach by 28% in 5 years.
